step;smooth_loss;loss
68801; 49.339172;59.505443
68901; 49.374389;48.467518
69001; 49.565191;52.977218
69101; 49.547404;54.484924
69201; 49.587792;57.547387
69301; 49.452798;50.119651
69401; 49.504878;55.925295
69501; 49.776007;39.578254
69601; 49.734273;52.515417
69701; 49.531568;42.418391
69801; 49.327740;62.795165
69901; 49.418195;35.646636
70001; 49.499090;55.308435
70101; 49.584723;48.946300
70201; 49.537514;47.241254
70301; 49.364990;69.046724
70401; 49.409416;40.409353
70501; 49.277820;60.103269
70601; 49.269945;40.036447
70701; 49.860035;50.500124
70801; 50.203357;53.820376
70901; 49.980644;44.332060
71001; 49.802103;44.710965
71101; 49.517804;45.996278
71201; 49.510002;54.484862
71301; 49.382308;50.243921
71401; 49.469180;56.067311
71501; 49.444036;39.676960
71601; 49.123726;49.177471
71701; 49.178736;61.769461
71801; 49.480670;48.740500
71901; 49.623810;55.600520
72001; 49.614981;35.314143
72101; 49.604230;54.839871
72201; 49.673738;44.076135
72301; 49.617489;37.959431
72401; 49.611119;49.883118
72501; 49.671532;45.015128
72601; 49.804498;42.316446
72701; 49.842000;46.098099
72801; 49.806266;47.979861
72901; 49.653793;48.956772
73001; 49.419297;43.133175
73101; 49.203583;48.163756
73201; 49.240894;58.674654
73301; 49.059019;52.048142
73401; 49.248021;43.470139
73501; 49.427745;44.042218
73601; 49.314106;30.431218
73701; 49.494804;49.443695
73801; 49.465256;45.489452
73901; 49.408984;43.781956
74001; 49.257333;49.667677
74101; 49.159074;51.601054
74201; 49.107387;51.020926
74301; 49.027093;43.715948
74401; 48.937067;41.108298
74501; 48.824114;51.980267
74601; 48.571776;58.755857
74701; 48.427934;45.008397
74801; 48.374319;46.393131
74901; 48.708569;43.164031
75001; 48.793796;43.411359
75101; 48.848366;42.506215
75201; 49.176842;55.466355
75301; 49.118263;62.915128
75401; 49.204389;60.699443
75501; 49.087396;40.190209
75601; 49.049090;39.508749
75701; 48.845487;45.656579
75801; 48.925317;54.569889
75901; 48.843079;51.397598
76001; 48.668638;44.307594
76101; 48.689281;46.715280
76201; 48.729059;57.955608
76301; 48.713360;47.856845
76401; 48.695322;53.984560
76501; 48.649617;39.081816
76601; 48.664699;54.122070
76701; 48.625137;48.900227
76801; 48.768263;45.160112
